,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,TARGET,EE,ES,FI,SK
2465,20.0,2.0,2.0,134.2145,1.0,26.0,0.0,EE,1.0,,7.0,2.0,2.0,1,3.0,UpTo3Years,5To10Years,3.0,,8500.0,0.0,0.0,0.0,0.0,0.0,2000.0,10500.0,1.0,1400.0,1.0,0.0,0.0,17.0,False,2.0,658.3299,195.4159,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2466,20.0,2.0,2.0,338.7317,1.0,33.0,0.0,EE,24.0,,6.0,4.0,1.0,3,3.0,,10To15Years,10.0,,17000.0,0.0,0.0,0.0,0.0,0.0,6000.0,23000.0,4.0,7300.0,4.0,0.0,0.0,10.0,False,4.0,1009.8062,798.1914,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2467,21.0,2.0,2.0,242.8643,1.0,60.0,0.0,EE,9.0,,6.0,2.0,1.0,0,3.0,MoreThan5Years,15To25Years,1.0,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,3.0,1640.0,3.0,0.0,0.0,11.0,False,2.0,639.1168,319.466,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2468,7.0,3.0,2.0,121.4321,1.0,62.0,1.0,EE,24.0,,0.0,4.0,1.0,0,3.0,UpTo4Years,MoreThan25Years,7.0,,4700.0,0.0,0.0,0.0,0.0,0.0,4550.0,9250.0,1.0,400.0,1.0,0.0,0.0,25.0,False,11.0,1080.1425,663.4586,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2469,11.0,3.0,2.0,146.9968,1.0,21.0,0.0,EE,24.0,,8.0,4.0,3.0,0,3.0,,2To5Years,8.0,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,1.0,0.0,0.0,28.0,False,2.0,600.6365,234.9566,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2470,11.0,3.0,2.0,319.5582,3.0,38.0,1.0,EE,12.0,,2.0,2.0,1.0,2,2.0,,5To10Years,7.0,,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,10.0,False,3.0,703.0281,502.8435,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2471,11.0,3.0,2.0,255.6466,1.0,25.0,1.0,EE,6.0,,7.0,4.0,1.0,1,3.0,UpTo5Years,2To5Years,9.0,,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,1.0,0.0,1.0,0.0,0.0,28.0,True,1.0,236.4601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2472,12.0,3.0,2.0,159.7791,1.0,32.0,1.0,EE,18.0,,6.0,5.0,2.0,3,3.0,MoreThan5Years,10To15Years,11.0,,9800.0,0.0,0.0,0.0,0.0,0.0,2100.0,11900.0,1.0,1262.0,1.0,0.0,0.0,10.0,False,4.0,888.3778,595.1353,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2473,13.0,3.0,2.0,121.4321,1.0,33.0,1.0,EE,12.0,,7.0,5.0,1.0,3,3.0,UpTo5Years,10To15Years,17.0,,11000.0,0.0,0.0,0.0,0.0,0.0,3000.0,14000.0,2.0,3800.0,2.0,0.0,0.0,1.0,False,13.0,1572.2287,1137.7243,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2474,13.0,3.0,2.0,319.5582,3.0,30.0,0.0,EE,3.0,,2.0,4.0,1.0,0,4.0,,10To15Years,1.0,,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,1.0,3500.0,1.0,0.0,0.0,20.0,False,1.0,255.6464,265.9761,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2475,19.0,3.0,2.0,63.9116,1.0,37.0,1.0,EE,1.0,,7.0,5.0,3.0,0,3.0,MoreThan5Years,15To25Years,16.0,,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,3.0,3600.0,3.0,0.0,0.0,10.0,False,3.0,728.5921,225.709,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2476,22.0,3.0,2.0,639.1165,1.0,31.0,1.0,EE,12.0,,7.0,5.0,2.0,1,5.0,UpTo3Years,5To10Years,1.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,4.0,2892.0,4.0,0.0,0.0,28.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2477,22.0,3.0,2.0,178.9526,1.0,24.0,0.0,EE,12.0,,0.0,3.0,1.0,2,3.0,UpTo4Years,5To10Years,8.0,,9000.0,0.0,0.0,0.0,0.0,0.0,1000.0,10000.0,1.0,1400.0,1.0,0.0,0.0,15.0,False,3.0,639.1301,228.0401,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2478,9.0,4.0,2.0,255.6466,1.0,51.0,1.0,EE,6.0,,2.0,3.0,3.0,1,3.0,MoreThan5Years,MoreThan25Years,17.0,,4500.0,0.0,0.0,0.0,0.0,0.0,4500.0,9000.0,1.0,1500.0,1.0,0.0,0.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2479,9.0,4.0,2.0,639.1165,1.0,27.0,1.0,EE,12.0,,6.0,2.0,2.0,2,3.0,,2To5Years,1.0,,11178.0,0.0,0.0,0.0,0.0,0.0,2600.0,13778.0,1.0,2102.29,1.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2480,13.0,4.0,2.0,639.1165,1.0,34.0,0.0,EE,24.0,,8.0,4.0,1.0,0,3.0,MoreThan5Years,10To15Years,3.0,,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,319.5584,345.4314,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2481,13.0,4.0,2.0,63.9116,1.0,26.0,1.0,EE,3.0,,2.0,3.0,1.0,2,3.0,,2To5Years,1.0,,6000.0,0.0,0.0,0.0,0.0,0.0,1500.0,7500.0,0.0,0.0,0.0,0.0,0.0,26.0,True,2.0,575.1812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2482,14.0,4.0,2.0,191.7349,1.0,29.0,0.0,EE,9.0,,6.0,4.0,1.0,0,3.0,UpTo3Years,5To10Years,8.0,,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.0,0.0,0.0,0.0,0.0,0.0,12.0,True,2.0,434.6106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2483,15.0,4.0,2.0,51.1293,3.0,48.0,0.0,EE,6.0,,2.0,3.0,3.0,0,5.0,,15To25Years,7.0,,9000.0,0.0,0.0,0.0,0.0,0.0,2300.0,11300.0,0.0,0.0,0.0,0.0,0.0,7.0,False,6.0,945.9088,431.8869,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2484,15.0,4.0,2.0,121.4321,1.0,24.0,1.0,EE,18.0,,7.0,3.0,1.0,1,3.0,,5To10Years,3.0,,11900.0,0.0,0.0,0.0,0.0,0.0,1000.0,12900.0,3.0,4050.0,3.0,0.0,0.0,12.0,False,4.0,709.4247,260.2524,51.1293,1.0,0.0,1.0,0.0,0.0,0.0
2485,19.0,4.0,2.0,223.6908,1.0,24.0,0.0,EE,24.0,,7.0,1.0,1.0,2,2.0,UpTo1Year,2To5Years,1.0,,3909.0,0.0,0.0,0.0,0.0,0.0,3000.0,6909.0,1.0,528.24,1.0,0.0,0.0,23.0,True,8.0,415.4272,13.8215,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2486,19.0,5.0,2.0,127.8233,1.0,46.0,1.0,EE,3.0,,2.0,5.0,2.0,1,3.0,UpTo2Years,MoreThan25Years,1.0,,12500.0,0.0,0.0,0.0,0.0,0.0,300.0,12800.0,0.0,0.0,0.0,0.0,0.0,10.0,False,4.0,1182.3662,736.7091,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2487,20.0,4.0,2.0,83.0851,1.0,40.0,1.0,EE,18.0,,2.0,4.0,2.0,0,3.0,UpTo3Years,15To25Years,18.0,,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,1.0,2050.0,1.0,0.0,0.0,20.0,False,7.0,913.9796,439.552,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2488,21.0,4.0,2.0,127.8233,1.0,32.0,1.0,EE,1.0,,4.0,4.0,2.0,1,3.0,UpTo3Years,5To10Years,16.0,,10000.0,0.0,0.0,0.0,0.0,0.0,300.0,10300.0,0.0,0.0,0.0,0.0,0.0,10.0,True,1.0,44.7382,45.5103,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2490,15.0,5.0,2.0,95.8675,1.0,26.0,1.0,EE,1.0,,7.0,4.0,2.0,1,3.0,UpTo2Years,2To5Years,9.0,,6800.0,0.0,0.0,0.0,0.0,0.0,8000.0,14800.0,0.0,0.0,0.0,0.0,0.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2491,16.0,5.0,2.0,639.1165,1.0,30.0,1.0,EE,12.0,,1.0,5.0,2.0,1,3.0,UpTo1Year,5To10Years,1.0,,8500.0,0.0,0.0,0.0,0.0,0.0,300.0,8800.0,3.0,1350.0,3.0,0.0,0.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2492,16.0,5.0,2.0,102.2586,1.0,31.0,0.0,EE,9.0,,7.0,4.0,2.0,0,3.0,MoreThan5Years,10To15Years,3.0,,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,1.0,2500.0,1.0,0.0,0.0,13.0,False,12.0,1719.2093,1283.9038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2493,19.0,5.0,2.0,639.1165,1.0,26.0,0.0,EE,9.0,,0.0,3.0,3.0,0,3.0,UpTo5Years,2To5Years,15.0,,12000.0,0.0,0.0,0.0,0.0,0.0,4000.0,16000.0,6.0,6244.0,6.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2494,18.0,5.0,2.0,639.1165,1.0,28.0,1.0,EE,24.0,,7.0,4.0,2.0,2,3.0,,2To5Years,1.0,,7000.0,0.0,0.0,0.0,0.0,0.0,3600.0,10600.0,1.0,400.0,1.0,0.0,0.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2495,22.0,7.0,2.0,172.5615,1.0,25.0,0.0,EE,9.0,,7.0,5.0,2.0,1,3.0,UpTo3Years,2To5Years,10.0,,13700.0,0.0,0.0,0.0,0.0,0.0,0.0,13700.0,0.0,0.0,0.0,0.0,0.0,15.0,True,1.0,447.4025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2496,22.0,6.0,0.0,1278.233,1.0,0.0,0.0,EE,12.0,0.0,102.0,0.0,0.0,empty,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2038.64,1.0,0.0,0.0,15.0,True,1.0,1316.6342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2497,11.0,7.0,2.0,319.5582,3.0,25.0,0.0,EE,12.0,,4.0,3.0,3.0,0,,UpTo3Years,5To10Years,1.0,,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2498,17.0,7.0,2.0,191.7349,1.0,24.0,0.0,EE,24.0,,7.0,1.0,1.0,2,2.0,UpTo1Year,2To5Years,1.0,,3909.0,0.0,0.0,0.0,0.0,0.0,3000.0,6909.0,1.0,567.0,1.0,0.0,0.0,24.0,True,9.0,447.3772,13.8215,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2499,22.0,7.0,2.0,511.2932,1.0,35.0,1.0,EE,18.0,,6.0,4.0,2.0,4,3.0,UpTo2Years,5To10Years,3.0,,5000.0,0.0,0.0,0.0,0.0,0.0,4500.0,9500.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2500,11.0,1.0,2.0,447.3815,1.0,40.0,0.0,EE,24.0,,6.0,4.0,4.0,3,,,15To25Years,1.0,,12500.0,0.0,0.0,0.0,0.0,0.0,12000.0,24500.0,2.0,0.0,2.0,0.0,0.0,12.0,True,1.0,479.3373,337.9775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2501,10.0,2.0,2.0,319.5582,3.0,30.0,1.0,EE,18.0,,7.0,5.0,1.0,1,3.0,UpTo2Years,10To15Years,16.0,,5000.0,0.0,0.0,0.0,0.0,0.0,6000.0,11000.0,1.0,1366.0,1.0,0.0,0.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2502,15.0,2.0,2.0,511.2932,1.0,36.0,1.0,EE,9.0,,2.0,4.0,2.0,2,3.0,MoreThan5Years,5To10Years,9.0,,7000.0,0.0,0.0,0.0,0.0,0.0,2900.0,9900.0,1.0,835.0,1.0,0.0,0.0,27.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2503,23.0,2.0,0.0,958.6747,1.0,0.0,0.0,EE,12.0,0.0,102.0,0.0,0.0,empty,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3485.0,1.0,0.0,0.0,15.0,True,2.0,1968.5142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2504,1.0,3.0,2.0,63.9116,1.0,24.0,0.0,EE,1.0,,7.0,3.0,3.0,0,3.0,UpTo4Years,2To5Years,6.0,,18650.0,0.0,0.0,0.0,0.0,0.0,0.0,18650.0,0.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2505,12.0,3.0,2.0,31.9558,1.0,26.0,0.0,EE,1.0,,7.0,3.0,3.0,0,2.0,UpTo1Year,2To5Years,17.0,,3000.0,0.0,0.0,0.0,0.0,0.0,1600.0,4600.0,1.0,700.0,1.0,0.0,0.0,6.0,True,3.0,287.6086,44.1349,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2506,14.0,3.0,2.0,127.8233,3.0,32.0,0.0,EE,1.0,,7.0,5.0,1.0,0,3.0,MoreThan5Years,5To10Years,10.0,,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2507,16.0,3.0,2.0,63.9116,1.0,30.0,0.0,EE,3.0,,8.0,4.0,2.0,1,3.0,,10To15Years,10.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,1.0,2800.0,1.0,0.0,0.0,17.0,False,5.0,1099.2805,627.6915,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2508,16.0,3.0,2.0,95.8675,1.0,27.0,0.0,EE,1.0,,7.0,5.0,3.0,0,3.0,UpTo4Years,10To15Years,15.0,,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,6.0,True,1.0,127.8234,134.3595,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2509,16.0,3.0,2.0,127.8233,1.0,25.0,0.0,EE,3.0,,7.0,5.0,3.0,0,3.0,UpTo2Years,2To5Years,17.0,,9000.0,0.0,0.0,0.0,0.0,0.0,1000.0,10000.0,1.0,0.0,1.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2510,18.0,3.0,2.0,63.9116,1.0,22.0,0.0,EE,12.0,,6.0,4.0,2.0,1,3.0,UpTo1Year,2To5Years,3.0,,8000.0,0.0,0.0,0.0,0.0,0.0,2000.0,10000.0,1.0,520.0,1.0,0.0,0.0,12.0,False,4.0,671.0751,165.546,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2511,20.0,3.0,2.0,95.8675,1.0,31.0,0.0,EE,3.0,,7.0,4.0,1.0,2,3.0,,10To15Years,3.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,9.0,True,2.0,543.2491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2512,11.0,4.0,2.0,639.1165,1.0,38.0,0.0,EE,24.0,,2.0,5.0,1.0,3,3.0,UpTo3Years,15To25Years,15.0,,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,1.0,880.0,1.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2513,12.0,4.0,2.0,255.6466,3.0,25.0,0.0,EE,12.0,,4.0,3.0,3.0,0,2.0,UpTo3Years,5To10Years,1.0,,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,1.0,63.8365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2514,13.0,4.0,2.0,31.9558,3.0,21.0,0.0,EE,1.0,,7.0,4.0,3.0,0,3.0,,2To5Years,8.0,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,1.0,95.8675,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2515,9.0,5.0,2.0,383.4699,1.0,27.0,1.0,EE,6.0,,7.0,3.0,2.0,2,3.0,,5To10Years,9.0,,7000.0,0.0,0.0,0.0,0.0,0.0,2500.0,9500.0,0.0,0.0,0.0,0.0,0.0,18.0,False,2.0,703.0281,579.2846,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2516,16.0,5.0,2.0,127.8233,1.0,21.0,0.0,EE,1.0,,7.0,4.0,3.0,0,4.0,,5To10Years,10.0,,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,11.0,False,2.0,447.3818,469.6114,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2517,22.0,5.0,2.0,140.6056,1.0,30.0,1.0,EE,6.0,,6.0,4.0,1.0,1,3.0,,5To10Years,16.0,,10500.0,0.0,0.0,0.0,0.0,0.0,13500.0,24000.0,3.0,0.0,3.0,0.0,0.0,13.0,True,1.0,447.3819,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2519,12.0,7.0,2.0,159.7791,1.0,22.0,0.0,EE,9.0,,7.0,4.0,3.0,0,3.0,,2To5Years,11.0,,4300.0,0.0,0.0,0.0,0.0,0.0,2500.0,6800.0,1.0,0.0,1.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2520,19.0,7.0,2.0,95.8675,1.0,41.0,0.0,EE,6.0,,7.0,3.0,1.0,5,3.0,UpTo5Years,15To25Years,19.0,,8250.0,0.0,0.0,0.0,0.0,0.0,3300.0,11550.0,1.0,0.0,1.0,0.0,0.0,14.0,True,3.0,249.2569,46.4094,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2521,20.0,7.0,2.0,255.6466,1.0,29.0,0.0,EE,6.0,,2.0,4.0,2.0,2,3.0,,5To10Years,11.0,,12000.0,0.0,0.0,0.0,0.0,0.0,3000.0,15000.0,0.0,0.0,0.0,0.0,0.0,28.0,False,4.0,1406.0569,1129.3068,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2522,22.0,7.0,2.0,31.9558,3.0,21.0,0.0,EE,1.0,,7.0,4.0,3.0,0,3.0,,2To5Years,8.0,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,2.0,127.8233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2523,16.0,1.0,2.0,639.1165,1.0,24.0,0.0,EE,9.0,,3.0,4.0,3.0,0,5.0,UpTo1Year,2To5Years,10.0,,12000.0,0.0,0.0,0.0,0.0,0.0,2000.0,14000.0,3.0,6000.0,3.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2524,16.0,1.0,2.0,127.8233,1.0,60.0,1.0,EE,6.0,,8.0,4.0,1.0,0,3.0,UpTo2Years,LessThan2Years,16.0,,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,20.0,True,1.0,191.735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2525,18.0,1.0,2.0,127.8233,1.0,23.0,0.0,EE,6.0,,7.0,4.0,3.0,0,3.0,MoreThan5Years,5To10Years,8.0,,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,13200.0,4.0,6236.0,4.0,0.0,0.0,12.0,False,6.0,767.0267,411.8957,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2527,10.0,3.0,2.0,127.8233,1.0,31.0,0.0,EE,1.0,,7.0,2.0,2.0,1,3.0,UpTo1Year,5To10Years,6.0,,7000.0,0.0,0.0,0.0,0.0,0.0,3300.0,10300.0,0.0,0.0,0.0,0.0,0.0,10.0,False,7.0,690.2457,672.307,134.2144,2.0,0.0,1.0,0.0,0.0,0.0
2528,15.0,3.0,2.0,44.7382,3.0,32.0,0.0,EE,1.0,,7.0,1.0,1.0,1,3.0,MoreThan5Years,5To10Years,10.0,,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,4.0,True,1.0,127.8234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2529,17.0,3.0,2.0,210.9084,1.0,33.0,0.0,EE,1.0,,0.0,4.0,1.0,1,3.0,MoreThan5Years,5To10Years,8.0,,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,1.0,3900.0,1.0,0.0,0.0,10.0,False,3.0,977.8184,619.5172,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2530,17.0,3.0,2.0,639.1165,1.0,24.0,0.0,EE,12.0,,2.0,2.0,2.0,1,3.0,MoreThan5Years,5To10Years,1.0,,11900.0,0.0,0.0,0.0,0.0,0.0,3800.0,15700.0,3.0,5453.0,3.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2531,18.0,3.0,2.0,639.1165,1.0,32.0,1.0,EE,6.0,,6.0,2.0,2.0,1,3.0,UpTo4Years,10To15Years,3.0,,5500.0,0.0,0.0,0.0,0.0,0.0,300.0,5800.0,1.0,1137.0,1.0,0.0,0.0,14.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2532,0.0,4.0,2.0,447.3815,1.0,31.0,0.0,EE,6.0,,2.0,4.0,3.0,1,3.0,MoreThan5Years,5To10Years,15.0,,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,2.0,2545.0,2.0,0.0,0.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2533,7.0,4.0,2.0,447.3815,1.0,24.0,0.0,EE,18.0,,1.0,4.0,1.0,1,3.0,UpTo2Years,LessThan2Years,7.0,,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,1.0,400.0,1.0,0.0,0.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2534,11.0,4.0,2.0,255.6466,1.0,27.0,1.0,EE,9.0,,7.0,5.0,3.0,0,3.0,UpTo2Years,2To5Years,15.0,,10200.0,0.0,0.0,0.0,0.0,0.0,320.0,10520.0,3.0,3821.0,3.0,0.0,0.0,2.0,False,3.0,734.9841,461.839,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2535,18.0,4.0,2.0,51.1293,3.0,21.0,0.0,EE,1.0,,7.0,4.0,3.0,0,3.0,,2To5Years,8.0,,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,3.0,159.7791,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2536,12.0,5.0,2.0,191.7349,1.0,45.0,0.0,EE,12.0,,7.0,4.0,1.0,2,3.0,,15To25Years,3.0,,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,15.0,False,2.0,185.352,34.3242,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2537,15.0,5.0,2.0,31.9558,1.0,24.0,0.0,EE,1.0,,7.0,3.0,1.0,2,,UpTo4Years,5To10Years,1.0,,9000.0,0.0,0.0,0.0,0.0,0.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,15.0,False,4.0,818.0665,316.3361,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2538,22.0,5.0,2.0,108.6498,3.0,21.0,0.0,EE,3.0,,7.0,4.0,3.0,0,,,LessThan2Years,8.0,,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,4.0,210.9084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2539,13.0,6.0,2.0,191.7349,3.0,25.0,0.0,EE,12.0,,4.0,3.0,3.0,0,,UpTo2Years,5To10Years,1.0,,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,28.0,True,2.0,185.2662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2540,22.0,6.0,2.0,639.1165,3.0,43.0,1.0,EE,24.0,,7.0,5.0,1.0,1,4.0,UpTo1Year,10To15Years,11.0,,15000.0,0.0,0.0,0.0,0.0,0.0,2000.0,17000.0,1.0,2500.0,1.0,0.0,0.0,10.0,False,3.0,300.3846,305.8038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2541,12.0,7.0,2.0,511.2932,1.0,26.0,0.0,EE,6.0,,7.0,4.0,2.0,1,3.0,UpTo1Year,5To10Years,19.0,,10000.0,0.0,0.0,0.0,0.0,0.0,8000.0,18000.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2542,20.0,1.0,2.0,325.9494,1.0,24.0,0.0,EE,12.0,,7.0,2.0,2.0,1,3.0,MoreThan5Years,5To10Years,1.0,,11900.0,0.0,0.0,0.0,0.0,0.0,3800.0,15700.0,3.0,5453.0,3.0,0.0,0.0,11.0,True,1.0,313.1238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2543,9.0,2.0,2.0,383.4699,1.0,41.0,1.0,EE,3.0,,7.0,5.0,1.0,3,3.0,,15To25Years,11.0,,21200.0,0.0,0.0,0.0,0.0,0.0,3600.0,24800.0,1.0,7900.0,1.0,0.0,0.0,1.0,True,1.0,191.7349,197.4543,0.0,0.0,0.0,1.0,0.0,0.0,0.0
