,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,NrDependantsGiven
488,IncomeExpensesVerified,2000.0,Estonian,37,Female,EE,60,65.65,Home improvement,EducationLoan,Cohabitant,2,Fully employed,UpTo5Years,10To15Years,Processing,"Tenant, Pre-furnished Property",681.0,0.0,90.0,0.0,0.0,0.0,0.0,771.0,7,989.0,1,50.41,132.35,1,0.0,0.0,0.0,2000.0,1.0,0,0
489,IncomeVerified,8505.0,Estonian,51,Female,EE,60,303.6,Home improvement,Travel,Married,1,Fully employed,MoreThan5Years,15To25Years,Education,Joint Ownership,950.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,2,415.0,1,31.96,361.4,1,0.0,0.0,0.0,0.0,0.0,0,0
491,IncomeUnverified,1600.0,Finnish,55,Female,FI,60,56.78,Loan consolidation,Business,Cohabitant,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,Mortgage,1600.0,0.0,0.0,0.0,0.0,0.0,1400.0,3000.0,6,1859.0,0,22.19,1084.22,1,0.0,0.0,0.0,1600.0,1.0,1,0
492,IncomeExpensesVerified,5315.0,Estonian,28,Male,EE,60,147.65,Loan consolidation,EducationLoan,Cohabitant,0,Fully employed,MoreThan5Years,5To10Years,Processing,Joint Ownership,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,7,836.83,4,34.2,243.52,0,2.0,3750.0,2987.98,0.0,0.0,1,0
496,IncomeVerified,2000.0,Spanish,35,Male,ES,36,103.36,Real estate,Business,Divorced,0,Retiree,MoreThan5Years,10To15Years,Other,"Tenant, Pre-furnished Property",0.0,927.0,0.0,0.0,0.0,0.0,0.0,927.0,1,350.0,0,11.15,473.64,1,0.0,0.0,0.0,2000.0,1.0,1,0
497,IncomeExpensesVerified,1500.0,Russian,34,Male,EE,60,46.73,Home improvement,Home improvement,Married,1,Self-employed,UpTo3Years,10To15Years,Other,Owner,900.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,5,891.0,1,60.86,82.27,0,1.0,4000.0,4680.94,3900.0,1.0,0,0
500,IncomeExpensesVerified,1200.0,Estonian,33,Male,EE,60,31.92,Home improvement,Travel,Cohabitant,1,Fully employed,MoreThan5Years,10To15Years,Retail and wholesale,Owner,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,7,1340.25,0,38.56,277.83,0,1.0,1000.0,298.57,1000.0,1.0,0,0
502,IncomeExpensesVerified,5700.0,Estonian,48,Female,EE,60,214.75,Real estate,EducationLoan,Married,0,Fully employed,UpTo3Years,15To25Years,Retail and wholesale,"Tenant, Pre-furnished Property",892.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,7,654.0,1,50.08,178.25,1,0.0,0.0,0.0,0.0,0.0,0,0
503,IncomeExpensesVerified,1500.0,Estonian,34,Male,EE,60,48.98,Home improvement,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Processing,Living with Parents,538.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,7,879.0,3,50.18,18.02,1,0.0,0.0,0.0,0.0,0.0,0,0
506,IncomeExpensesVerified,1500.0,Estonian,30,Female,EE,60,45.89,Health,Home improvement,Cohabitant,1,Fully employed,UpTo3Years,2To5Years,Other,"Tenant, Pre-furnished Property",471.0,241.0,45.0,46.0,0.0,0.0,0.0,803.0,11,859.74,4,59.48,75.37,0,2.0,3800.0,1142.87,4200.0,2.0,0,0
507,IncomeExpensesVerified,7970.0,Estonian,24,Male,EE,60,386.83,Business,Travel,Single,0,Fully employed,UpTo2Years,2To5Years,CivilService,Joint Tenant,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,3,362.0,2,48.35,163.17,1,0.0,0.0,0.0,0.0,0.0,0,0
508,IncomeVerified,3500.0,Finnish,59,Female,FI,60,99.38,Loan consolidation,Travel,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,Owner,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,3,911.0,0,13.86,1293.62,1,0.0,0.0,0.0,3500.0,1.0,0,0
509,IncomeUnverified,3720.0,Russian,47,Female,EE,60,116.09,Loan consolidation,Business,Divorced,0,Fully employed,MoreThan5Years,15To25Years,Other,Owner,400.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,3,412.0,2,29.02,33.91,1,0.0,0.0,0.0,5500.0,1.0,0,0
512,IncomeUnverified,2500.0,Estonian,51,Female,EE,48,80.62,Travel,EducationLoan,Cohabitant,0,Fully employed,UpTo4Years,15To25Years,Transport and warehousing,"Tenant, Pre-furnished Property",900.0,211.0,0.0,0.0,0.0,0.0,0.0,1111.0,4,431.22,0,16.1,599.16,0,1.0,500.0,69.36,2500.0,1.0,0,0
513,IncomeUnverified,3000.0,Estonian,40,Male,EE,60,86.13,Business,Travel,Cohabitant,0,Entrepreneur,UpTo5Years,10To15Years,Retail and wholesale,Owner,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4,772.4,0,27.24,641.47,0,1.0,1500.0,445.57,9000.0,3.0,0,0
514,IncomeExpensesVerified,2500.0,Estonian,57,Female,EE,60,75.66,Loan consolidation,EducationLoan,Divorced,0,Fully employed,UpTo1Year,MoreThan25Years,Retail and wholesale,Council House,629.0,215.0,0.0,45.0,0.0,0.0,150.0,1039.0,6,801.0,1,43.95,271.34,1,0.0,0.0,0.0,2500.0,1.0,0,0
515,IncomeUnverified,637.0,Estonian,35,Male,EE,60,21.77,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,3.0,7547.0,182.47,,0.0,1,1
516,IncomeUnverified,2400.0,Estonian,58,Male,EE,36,116.73,Home improvement,EducationLoan,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Processing,Owner,961.0,450.0,0.0,0.0,0.0,0.0,0.0,1411.0,2,599.0,0,20.75,695.27,1,0.0,0.0,0.0,2400.0,1.0,0,0
517,IncomeExpensesVerified,2975.0,Spanish,37,Male,ES,60,165.94,Home improvement,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Agriculture,Joint Ownership,686.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,4,630.0,1,38.77,70.06,1,0.0,0.0,0.0,0.0,0.0,0,0
518,IncomeVerified,5000.0,Finnish,32,Male,FI,60,199.68,Loan consolidation,Travel,Single,0,Fully employed,UpTo1Year,10To15Years,Other,Mortgage,2506.0,0.0,0.0,0.0,0.0,0.0,0.0,2506.0,8,3442.0,4,41.89,180.32,1,0.0,0.0,0.0,17930.0,5.0,1,0
520,IncomeUnverified,1060.0,Russian,23,Male,EE,48,49.17,Home improvement,EducationLoan,Single,0,Fully employed,UpTo5Years,2To5Years,Construction,Living with Parents,600.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,4,406.0,0,34.2,144.83,1,0.0,0.0,0.0,0.0,0.0,0,0
521,IncomeExpensesVerified,1000.0,Estonian,37,Female,EE,24,61.1,Home improvement,EducationLoan,Single,0,Fully employed,MoreThan5Years,5To10Years,Hospitality and catering,Joint Ownership,354.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,4,693.0,2,24.6,16.9,1,0.0,0.0,0.0,1000.0,1.0,0,0
522,IncomeUnverified,1500.0,Finnish,39,Male,FI,48,48.91,Loan consolidation,EducationLoan,Single,1,Partially employed,UpTo1Year,15To25Years,ArtEntertainment,"Tenant, unfurnished Property",1515.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,4,769.0,2,10.89,850.09,1,0.0,0.0,0.0,0.0,0.0,0,0
523,IncomeExpensesVerified,2400.0,Estonian,22,Male,EE,60,87.37,Other,Home improvement,Single,0,Fully employed,UpTo1Year,LessThan2Years,Construction,"Tenant, Pre-furnished Property",1323.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.0,4,933.0,0,37.9,302.63,0,1.0,800.0,903.49,4800.0,2.0,0,0
524,IncomeExpensesVerified,500.0,Estonian,37,Male,EE,60,13.32,EducationLoan,EducationLoan,Divorced,1,Fully employed,MoreThan5Years,15To25Years,Processing,"Tenant, Pre-furnished Property",900.0,0.0,45.0,0.0,0.0,0.0,0.0,945.0,4,421.35,0,14.25,510.33,0,1.0,300.0,347.42,500.0,1.0,0,0
526,IncomeExpensesVerified,1595.0,Spanish,42,Male,ES,60,72.91,Other,EducationLoan,Cohabitant,0,Fully employed,UpTo1Year,15To25Years,Transport and warehousing,"Tenant, unfurnished Property",1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4,1232.0,1,50.49,145.09,1,0.0,0.0,0.0,0.0,0.0,1,0
527,IncomeExpensesVerified,1500.0,Estonian,26,Female,EE,12,159.1,Travel,EducationLoan,Married,1,Fully employed,UpTo4Years,5To10Years,Energy,Owner,650.0,0.0,45.0,0.0,0.0,0.0,0.0,695.0,2,516.0,0,22.89,19.9,1,0.0,0.0,0.0,1500.0,1.0,0,0
528,IncomeExpensesVerified,2655.0,Finnish,70,Female,FI,60,74.81,Home improvement,Travel,Married,0,Retiree,MoreThan5Years,MoreThan25Years,Other,Owner,0.0,1374.0,0.0,0.0,0.0,0.0,0.0,1374.0,15,2233.0,5,61.41,30.19,1,0.0,0.0,0.0,0.0,0.0,0,0
530,IncomeUnverified,500.0,Spanish,32,Male,ES,60,40.15,Other,Business,Married,3,Partially employed,UpTo1Year,10To15Years,Retail and wholesale,"Tenant, unfurnished Property",838.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,2,650.0,0,40.59,147.85,1,0.0,0.0,0.0,1000.0,1.0,0,0
531,IncomeExpensesVerified,1060.0,Spanish,37,Female,ES,60,53.87,Other,EducationLoan,Single,0,Fully employed,MoreThan5Years,15To25Years,CivilService,Living with Parents,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,9,1294.0,1,63.44,52.13,1,0.0,0.0,0.0,0.0,0.0,0,0
532,IncomeExpensesVerified,1000.0,Spanish,32,Male,ES,12,103.44,Real estate,Travel,Single,0,Fully employed,UpTo1Year,LessThan2Years,Info and telecom,Living with Parents,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,4,651.0,0,39.77,262.56,1,0.0,0.0,0.0,2000.0,2.0,0,0
533,IncomeUnverified,7970.0,Finnish,63,Male,FI,60,257.6,Other,EducationLoan,Divorced,0,Retiree,MoreThan5Years,MoreThan25Years,Other,"Tenant, unfurnished Property",0.0,3087.0,0.0,0.0,0.0,0.0,0.0,3087.0,7,3323.1,2,40.67,6.3,1,0.0,0.0,0.0,0.0,0.0,1,0
534,IncomeExpensesVerified,5000.0,Russian,28,Female,EE,36,216.94,Vehicle,EducationLoan,Cohabitant,1,Self-employed,UpTo2Years,5To10Years,Processing,"Tenant, Pre-furnished Property",464.0,0.0,0.0,0.0,0.0,60.0,0.0,524.0,4,531.0,3,41.4,57.06,1,0.0,0.0,0.0,5500.0,1.0,0,0
538,IncomeExpensesVerified,10630.0,Estonian,34,Male,EE,60,312.72,Other,Home improvement,Single,0,Fully employed,UpTo1Year,15To25Years,Construction,"Tenant, Pre-furnished Property",870.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,8,834.0,3,62.96,61.28,1,0.0,0.0,0.0,0.0,0.0,1,0
541,IncomeUnverified,500.0,Estonian,40,Female,EE,60,15.82,Loan consolidation,EducationLoan,Cohabitant,0,Fully employed,UpTo2Years,15To25Years,Processing,Owner,600.0,0.0,45.0,0.0,0.0,0.0,0.0,645.0,5,678.67,1,54.96,40.51,0,1.0,3200.0,886.1,0.0,0.0,0,0
542,IncomeExpensesVerified,3500.0,Estonian,41,Male,EE,48,119.11,Vehicle,Business,Cohabitant,2,Fully employed,UpTo1Year,10To15Years,Construction,Mortgage,859.0,0.0,0.0,0.0,0.0,0.0,300.0,1159.0,5,713.31,0,29.25,326.58,1,0.0,0.0,0.0,7000.0,2.0,0,0
543,IncomeExpensesVerified,3190.0,Estonian,27,Male,EE,60,97.65,Home improvement,Travel,Single,0,Fully employed,UpTo5Years,5To10Years,Research,Owner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,6,1088.0,1,59.6,114.35,1,0.0,0.0,0.0,0.0,0.0,0,0
544,IncomeUnverified,2655.0,Estonian,38,Female,EE,60,78.51,Real estate,EducationLoan,Divorced,1,Entrepreneur,MoreThan5Years,5To10Years,Real-estate,Owner with Encumbrance,0.0,0.0,45.0,0.0,0.0,0.0,700.0,745.0,2,668.16,1,10.54,416.49,1,0.0,0.0,0.0,0.0,0.0,0,0
545,IncomeExpensesVerified,3000.0,Estonian,29,Female,EE,60,84.74,Other,Home improvement,Cohabitant,1,Fully employed,UpTo3Years,2To5Years,Other,"Tenant, Pre-furnished Property",500.0,241.0,45.0,46.0,0.0,0.0,0.0,832.0,9,845.74,1,63.76,51.52,0,1.0,800.0,128.88,4200.0,2.0,1,0
546,IncomeVerified,5900.0,Estonian,27,Male,EE,60,289.8,Home improvement,Home improvement,Single,0,Fully employed,UpTo1Year,5To10Years,Transport and warehousing,Living with Parents,688.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,5,462.0,3,49.97,94.2,0,1.0,2000.0,2614.77,0.0,0.0,0,0
547,IncomeVerified,1595.0,Estonian,27,Female,EE,60,48.16,Home improvement,EducationLoan,Married,1,Fully employed,UpTo2Years,5To10Years,Retail and wholesale,"Tenant, Pre-furnished Property",608.0,0.0,45.0,0.0,0.0,0.0,0.0,653.0,4,414.95,0,32.64,189.89,0,5.0,5700.0,2318.83,1600.0,1.0,1,0
548,IncomeExpensesVerified,2125.0,Estonian,43,Male,EE,60,59.33,Home improvement,Business,Single,0,Fully employed,MoreThan5Years,15To25Years,Agriculture,"Tenant, Pre-furnished Property",1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9,2449.66,3,69.3,7.01,0,1.0,1008.0,802.36,0.0,0.0,0,0
549,IncomeVerified,2500.0,Finnish,67,Female,FI,60,85.52,Other,EducationLoan,Cohabitant,0,Retiree,UpTo4Years,MoreThan25Years,Other,Owner,0.0,1209.0,0.0,0.0,0.0,0.0,0.0,1209.0,3,593.69,0,14.82,529.79,0,1.0,1500.0,380.23,2100.0,1.0,1,0
550,IncomeExpensesVerified,2020.0,Estonian,31,Male,EE,60,94.45,Loan consolidation,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Construction,"Tenant, Pre-furnished Property",957.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,7,1559.16,3,48.34,207.39,1,0.0,0.0,0.0,0.0,0.0,0,0
551,IncomeVerified,1000.0,Estonian,28,Female,EE,60,31.36,Other,Home improvement,Cohabitant,2,Fully employed,UpTo1Year,5To10Years,Retail and wholesale,Owner,413.0,0.0,115.0,0.0,0.0,0.0,0.0,528.0,3,391.51,0,32.74,105.13,0,1.0,4000.0,1608.51,0.0,0.0,0,0
552,IncomeUnverified,4997.0,Estonian,30,Female,EE,60,166.01,NoUseOfLoanGiven,Real estate,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,Other,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0,0.0,0,0.0,0.0,0,5.0,7334.0,2593.88,,0.0,1,1
553,IncomeUnverified,1000.0,Spanish,31,Male,ES,60,66.53,Business,EducationLoan,Single,0,Entrepreneur,UpTo2Years,10To15Years,Construction,Living with Parents,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1,375.0,0,5.32,808.47,1,0.0,0.0,0.0,1500.0,1.0,1,0
555,IncomeVerified,4000.0,Estonian,41,Female,EE,60,109.8,Home improvement,Travel,Single,1,Fully employed,UpTo2Years,15To25Years,Processing,Joint Ownership,1300.0,0.0,0.0,0.0,0.0,200.0,0.0,1500.0,5,788.56,0,29.89,601.64,0,1.0,1500.0,1601.32,4000.0,1.0,0,0
556,IncomeExpensesVerified,4250.0,Spanish,54,Male,ES,60,178.38,Other,Travel,Married,0,Fully employed,MoreThan5Years,10To15Years,Other,"Tenant, unfurnished Property",1139.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,4,647.0,0,41.74,313.62,1,0.0,0.0,0.0,0.0,0.0,0,0
557,IncomeUnverified,500.0,Spanish,28,Male,ES,60,26.42,Other,EducationLoan,Single,0,Self-employed,UpTo2Years,2To5Years,Other,Living with Parents,729.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,3,520.79,0,27.05,181.79,0,1.0,2325.0,505.46,0.0,0.0,0,0
558,IncomeUnverified,3720.0,Finnish,32,Male,FI,12,398.68,Loan consolidation,Business,Married,3,Fully employed,MoreThan5Years,5To10Years,Healthcare,"Tenant, unfurnished Property",1650.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,11,1795.0,2,67.13,42.32,1,0.0,0.0,0.0,760.0,1.0,1,0
559,IncomeVerified,3000.0,Finnish,38,Male,FI,48,98.75,Home improvement,Business,Divorced,2,Fully employed,UpTo2Years,10To15Years,Hospitality and catering,"Tenant, unfurnished Property",1700.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,2,790.0,0,22.28,811.25,1,0.0,0.0,0.0,3000.0,1.0,1,0
560,IncomeExpensesVerified,5315.0,Estonian,38,Male,EE,60,173.44,Loan consolidation,EducationLoan,Married,1,Fully employed,MoreThan5Years,15To25Years,Retail and wholesale,"Tenant, Pre-furnished Property",1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,9,1802.0,2,56.7,159.56,1,0.0,0.0,0.0,0.0,0.0,0,0
561,IncomeExpensesVerified,1485.0,Spanish,25,Male,ES,60,71.6,Other,Travel,Cohabitant,0,Fully employed,UpTo2Years,5To10Years,Hospitality and catering,Owner,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,5,1880.0,2,57.63,148.4,1,0.0,0.0,0.0,0.0,0.0,0,0
562,IncomeVerified,4250.0,Finnish,32,Male,FI,60,132.61,Loan consolidation,Travel,Cohabitant,0,Fully employed,UpTo5Years,10To15Years,Info and telecom,"Tenant, Pre-furnished Property",1700.0,0.0,0.0,0.0,0.0,0.0,258.0,1958.0,4,1228.0,0,39.51,597.39,1,0.0,0.0,0.0,0.0,0.0,1,0
563,IncomeExpensesVerified,3190.0,Finnish,34,Male,FI,60,129.32,Travel,Home improvement,Single,0,Fully employed,UpTo1Year,LessThan2Years,Other,"Tenant, Pre-furnished Property",1351.0,0.0,0.0,0.0,0.0,0.0,438.0,1789.0,10,1679.91,1,57.03,232.77,0,1.0,2000.0,1540.51,3230.0,1.0,1,0
564,IncomeExpensesVerified,5000.0,Estonian,38,Female,EE,18,378.67,Other,EducationLoan,Single,1,Fully employed,MoreThan5Years,10To15Years,Finance and insurance,"Tenant, Pre-furnished Property",1300.0,0.0,45.0,0.0,0.0,0.0,0.0,1345.0,7,2656.0,3,69.42,8.33,1,0.0,0.0,0.0,1500.0,1.0,0,0
565,IncomeExpensesVerified,10000.0,Finnish,48,Female,FI,60,344.57,Other,EducationLoan,Cohabitant,0,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,"Tenant, Pre-furnished Property",2200.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,9,1438.0,6,30.3,873.43,1,0.0,0.0,0.0,10000.0,1.0,0,0
566,IncomeVerified,5500.0,Finnish,61,Female,FI,60,169.48,Home improvement,Travel,Married,1,Fully employed,UpTo4Years,MoreThan25Years,Healthcare,Owner,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,2,2420.0,0,2.82,3410.52,1,0.0,0.0,0.0,5500.0,2.0,0,0
567,IncomeUnverified,500.0,Estonian,42,Male,EE,60,14.82,EducationLoan,Business,Cohabitant,1,Fully employed,MoreThan5Years,15To25Years,Processing,Owner,727.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,9,650.9,0,57.18,61.28,0,1.0,500.0,51.72,500.0,1.0,0,0
568,IncomeExpensesVerified,1913.0,Estonian,26,Male,EE,60,66.04,NoUseOfLoanGiven,EducationLoan,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,UpTo1Year,,NoOccupationAreaGiven,Living with Parents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0,0.0,0,0.0,0.0,0,3.0,4571.0,120.58,,0.0,1,1
570,IncomeVerified,2655.0,Spanish,34,Male,ES,60,159.47,Other,Travel,Single,0,Fully employed,UpTo1Year,10To15Years,Transport and warehousing,"Tenant, unfurnished Property",1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,3,834.62,0,41.01,405.91,0,2.0,4500.0,2799.11,1000.0,1.0,1,0
571,IncomeUnverified,2655.0,Spanish,48,Male,ES,60,123.79,Loan consolidation,EducationLoan,Married,2,Self-employed,UpTo5Years,10To15Years,Other,"Tenant, unfurnished Property",1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,7,1335.0,0,67.25,41.21,1,0.0,0.0,0.0,0.0,0.0,0,0
573,IncomeExpensesVerified,1000.0,Estonian,27,Female,EE,36,39.39,Home improvement,Travel,Married,1,Fully employed,UpTo5Years,5To10Years,CivilService,Owner,1147.0,0.0,45.0,0.0,0.0,0.0,0.0,1192.0,8,1229.0,2,32.92,442.61,1,0.0,0.0,0.0,800.0,1.0,0,0
575,IncomeExpensesVerified,740.0,Estonian,24,Female,EE,60,21.9,Loan consolidation,EducationLoan,Cohabitant,1,Fully employed,UpTo3Years,2To5Years,Retail and wholesale,Joint Ownership,505.0,0.0,50.0,0.0,0.0,0.0,0.0,555.0,6,557.0,1,50.25,26.1,1,0.0,0.0,0.0,0.0,0.0,0,0
576,IncomeUnverified,6000.0,Estonian,49,Male,EE,48,217.17,Business,Travel,Married,2,Entrepreneur,MoreThan5Years,10To15Years,Real-estate,Owner,700.0,0.0,0.0,0.0,0.0,0.0,1500.0,2200.0,3,1287.0,1,9.87,722.83,1,0.0,0.0,0.0,13670.0,2.0,0,0
577,IncomeVerified,2000.0,Finnish,59,Male,FI,60,61.64,Home improvement,Business,Married,0,Retiree,MoreThan5Years,MoreThan25Years,Construction,"Tenant, unfurnished Property",0.0,1480.0,0.0,0.0,0.0,0.0,0.0,1480.0,4,742.08,0,20.52,676.28,0,2.0,5800.0,1365.71,2000.0,1.0,0,0
578,IncomeExpensesVerified,1000.0,Estonian,21,Female,EE,24,61.92,Home improvement,Home improvement,Married,2,Fully employed,TrialPeriod,LessThan2Years,Other,"Tenant, Pre-furnished Property",636.0,158.0,90.0,0.0,286.0,0.0,0.0,1170.0,2,431.0,1,5.29,757.08,1,0.0,0.0,0.0,3000.0,1.0,1,0
579,IncomeVerified,1595.0,Estonian,27,Female,EE,60,61.23,Other,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,5To10Years,Retail and wholesale,"Tenant, Pre-furnished Property",480.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,3,400.28,0,44.06,18.49,0,2.0,4095.0,966.66,2500.0,1.0,0,0
581,IncomeExpensesVerified,3000.0,Estonian,68,Female,EE,60,111.43,Other,EducationLoan,Widow,0,Retiree,MoreThan5Years,MoreThan25Years,Other,"Tenant, Pre-furnished Property",133.0,370.0,0.0,0.0,0.0,0.0,0.0,503.0,8,1562.0,5,47.0,16.57,1,0.0,0.0,0.0,1000.0,3.0,0,0
582,IncomeVerified,3720.0,Spanish,41,Female,ES,60,226.96,Vehicle,Business,Married,2,Fully employed,TrialPeriod,5To10Years,Other,"Tenant, Pre-furnished Property",1038.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,2,463.0,0,32.75,348.04,1,0.0,0.0,0.0,0.0,0.0,1,0
583,IncomeVerified,1200.0,Spanish,34,Male,ES,36,74.27,Other,Business,Married,1,Fully employed,UpTo1Year,10To15Years,Info and telecom,Owner,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,2,535.0,0,6.48,537.73,1,0.0,0.0,0.0,500.0,2.0,0,0
584,IncomeExpensesVerified,3190.0,Spanish,29,Female,ES,60,208.54,EducationLoan,EducationLoan,Single,0,Fully employed,MoreThan5Years,10To15Years,Other,"Tenant, Pre-furnished Property",945.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,3,606.0,0,49.16,130.46,1,0.0,0.0,0.0,0.0,0.0,1,0
585,IncomeExpensesVerified,3720.0,Spanish,38,Male,ES,60,154.6,Other,Business,Single,0,Retiree,MoreThan5Years,10To15Years,Processing,Mortgage,0.0,963.0,0.0,0.0,0.0,0.0,0.0,963.0,7,1180.0,3,43.47,4.4,1,0.0,0.0,0.0,0.0,0.0,1,0
586,IncomeUnverified,1000.0,Estonian,33,Female,EE,60,35.5,Other,Business,Widow,4,Fully employed,UpTo1Year,LessThan2Years,ArtEntertainment,Council House,450.0,170.0,367.0,0.0,0.0,191.0,100.0,1278.0,2,703.0,0,27.82,539.5,1,0.0,0.0,0.0,8000.0,1.0,0,0
588,IncomeVerified,1275.0,Spanish,29,Male,ES,60,51.88,Home improvement,Travel,Single,0,Fully employed,MoreThan5Years,10To15Years,Administrative,"Tenant, unfurnished Property",2345.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0,7,2035.0,0,59.01,258.12,1,0.0,0.0,0.0,0.0,0.0,1,0
589,IncomeUnverified,2655.0,Estonian,39,Male,EE,60,99.18,Home improvement,EducationLoan,Cohabitant,1,Entrepreneur,UpTo3Years,15To25Years,Hospitality and catering,Owner,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,3,415.38,1,19.84,17.4,1,0.0,0.0,0.0,0.0,0.0,0,0
590,IncomeUnverified,2000.0,Russian,32,Male,EE,60,56.13,Other,EducationLoan,Cohabitant,0,Fully employed,UpTo1Year,10To15Years,Construction,Mortgage,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,6,552.25,0,32.01,141.62,0,1.0,2000.0,225.37,0.0,0.0,0,0
591,IncomeExpensesVerified,2335.0,Estonian,44,Male,EE,60,60.04,Health,EducationLoan,Divorced,1,Fully employed,MoreThan5Years,15To25Years,ArtEntertainment,Mortgage,900.0,0.0,0.0,0.0,0.0,0.0,200.0,1100.0,8,1067.93,1,50.45,8.03,0,2.0,6300.0,4236.54,3000.0,1.0,0,0
592,IncomeExpensesVerified,5315.0,Finnish,41,Female,FI,60,182.18,Loan consolidation,Business,Cohabitant,2,Fully employed,MoreThan5Years,MoreThan25Years,Healthcare,Council House,2000.0,0.0,201.0,200.0,0.0,0.0,0.0,2401.0,14,2443.5,2,49.38,55.32,0,4.0,13050.0,10494.23,0.0,0.0,0,0
593,IncomeVerified,2000.0,Spanish,44,Female,ES,60,70.42,Home improvement,Travel,Divorced,1,Fully employed,UpTo5Years,15To25Years,Other,Owner,873.0,0.0,0.0,0.0,0.0,0.0,0.0,873.0,9,908.18,2,59.18,6.4,0,2.0,1000.0,744.81,3500.0,1.0,0,0
